mes,c_llm,c_llm_mediana,ep,ep_iid,n_itens,n_dias,d2_media,taxa_d2_sem_sinal,d3_media,taxa_d3_sem_sinal,c_llm_trunc
2014-03,0.49310344827586206,0.5,0.009868164846655184,0.008094578172990387,145,24,3.4571428571428573,0.5172413793103449,3.108695652173913,0.6827586206896552,0.49310344827586206
2014-04,0.4785714285714286,0.5,0.012654535093475288,0.00964613967196903,140,24,3.4473684210526314,0.45714285714285713,3.0892857142857144,0.6,0.4785714285714286
2014-05,0.5106382978723404,0.5,0.016120372377424294,0.008670609012520312,141,25,3.370967741935484,0.5602836879432624,2.9361702127659575,0.6666666666666666,0.5106382978723404
2014-06,0.4914965986394558,0.5,0.012597152860494476,0.007405072057504839,147,25,3.193548387096774,0.5782312925170068,2.8958333333333335,0.673469387755102,0.4914965986394558
2014-07,0.49847560975609756,0.5,0.013436001399621565,0.007944327134760025,164,27,3.364864864864865,0.5487804878048781,3.046875,0.6097560975609756,0.49847560975609756
2014-08,0.49184782608695654,0.5,0.025890205118701458,0.014171606563147723,92,25,3.1555555555555554,0.5108695652173914,3.0714285714285716,0.6956521739130435,0.49184782608695654
2014-09,0.4704724409448819,0.5,0.012017918121239531,0.008203037066801335,127,26,2.796875,0.49606299212598426,2.7222222222222223,0.5748031496062992,0.4704724409448819
2014-10,0.5161290322580645,0.5,0.00954321615945025,0.010679390193092445,93,23,3.5,0.4838709677419355,2.95,0.5698924731182796,0.5161290322580645
2014-11,0.5015723270440252,0.5,0.005019580361911189,0.0068741311288865676,159,24,3.197802197802198,0.4276729559748428,2.929411764705882,0.46540880503144655,0.5015723270440252
2014-12,0.5368303571428571,0.5,0.00698215788349913,0.006907879639983908,224,21,3.4671052631578947,0.32142857142857145,2.990990990990991,0.5044642857142857,0.5368303571428571
2015-01,0.47950819672131145,0.5,0.007212951614615306,0.006391648592653375,183,21,3.088607594936709,0.5710382513661202,2.983050847457627,0.680327868852459,0.47950819672131145
2015-02,0.46944444444444444,0.5,0.009516129745628571,0.010322346595069452,90,21,3.1842105263157894,0.5814814814814814,2.892857142857143,0.6962962962962963,0.46944444444444444
2015-03,0.4597156398104265,0.5,0.013763171746356294,0.009085445266673377,211,26,3.1791044776119404,0.36492890995260663,2.90625,0.5450236966824644,0.4597156398104265
2015-04,0.48046875,0.5,0.010944069362636148,0.008595986645232744,128,25,3.3653846153846154,0.59375,3.025,0.6875,0.48046875
2015-05,0.5038759689922481,0.5,0.016036153232818175,0.010650653070242535,129,25,3.4794520547945207,0.43410852713178294,3.0,0.6511627906976745,0.5038759689922481
2015-06,0.4778645833333333,0.5,0.018110897809452832,0.011038496218037847,192,27,3.3684210526315788,0.40625,3.0375,0.5833333333333334,0.4778645833333333
2015-07,0.49161073825503354,0.5,0.014192261672404751,0.007305782116358701,149,28,3.338235294117647,0.5436241610738255,2.8666666666666667,0.697986577181208,0.49161073825503354
2015-08,0.4880952380952381,0.5,0.014558064984178453,0.012376196607033867,105,25,3.282608695652174,0.5619047619047619,2.8857142857142857,0.6666666666666666,0.4880952380952381
2015-09,0.4735576923076923,0.5,0.01256260042474586,0.007588765110440426,208,27,3.2416666666666667,0.4230769230769231,2.888888888888889,0.6105769230769231,0.4735576923076923
2015-10,0.45866141732283466,0.5,0.012569274617924927,0.011096807431291175,127,24,3.0833333333333335,0.4330708661417323,2.98,0.6062992125984252,0.45866141732283466
2015-11,0.4594017094017094,0.5,0.014451596650281517,0.011337916194058693,117,21,3.032258064516129,0.4700854700854701,2.953488372093023,0.6324786324786325,0.4594017094017094
2015-12,0.4426605504587156,0.5,0.015497481210240133,0.015156137310090982,109,21,2.933333333333333,0.44954128440366975,2.9210526315789473,0.6513761467889908,0.4426605504587156
2016-01,0.4433497536945813,0.5,0.024747780826390193,0.009687758243958622,203,21,2.7448275862068967,0.2857142857142857,2.7211538461538463,0.4876847290640394,0.4433497536945813
2016-02,0.4434782608695652,0.5,0.01750087614104617,0.011578698634279952,115,24,2.888888888888889,0.45217391304347826,2.5641025641025643,0.6608695652173913,0.4434782608695652
2016-03,0.4854014598540146,0.5,0.013920016632492415,0.00961027531180563,137,27,3.1149425287356323,0.36496350364963503,2.9130434782608696,0.49635036496350365,0.4854014598540146
2016-04,0.49,0.5,0.006381913132110357,0.006599120175960893,125,26,3.217948717948718,0.376,3.0625,0.488,0.49
2016-05,0.5,0.5,0.014702858456069194,0.007443275094656821,143,28,3.5,0.4405594405594406,2.935483870967742,0.5664335664335665,0.5
2016-06,0.5053475935828877,0.5,0.012259276663065406,0.007082346678756657,187,26,3.3947368421052633,0.39037433155080214,3.0588235294117645,0.5454545454545454,0.5053475935828877
2016-07,0.5088757396449705,0.5,0.01985773847863382,0.00887573964497042,169,26,3.5157894736842104,0.4452662721893491,3.235294117647059,0.6050295857988166,0.5088757396449705
2016-08,0.5,0.5,0.008068715304598784,0.0067115605521402425,75,25,3.2972972972972974,0.5066666666666667,3.0303030303030303,0.56,0.5
2016-09,0.5102459016393442,0.5,0.009531896368242027,0.008920506627282321,122,25,3.55,0.5150273224043717,3.0689655172413794,0.7691256830601094,0.5102459016393442
2016-10,0.5172413793103449,0.5,0.018178018198278308,0.0109192114419582,116,23,3.4342105263157894,0.3448275862068966,2.9743589743589745,0.6637931034482759,0.5172413793103449
2016-11,0.5,0.5,0.007994991587721057,0.007354213641856331,108,20,3.517857142857143,0.48148148148148145,3.1333333333333333,0.5833333333333334,0.5
2016-12,0.5169172932330827,0.5,0.014845301297387323,0.010053502607842426,133,22,3.3763440860215055,0.3007518796992481,2.9661016949152543,0.556390977443609,0.5169172932330827
2017-01,0.5526315789473685,0.5,0.008435186637383664,0.007267517880806419,209,22,3.746153846153846,0.37799043062200954,3.0869565217391304,0.6698564593301436,0.5526315789473685
2017-02,0.5583333333333333,0.5,0.012967689134294549,0.010134483201751011,120,19,3.4444444444444446,0.4,3.04,0.5833333333333334,0.5583333333333333
2017-03,0.5683333333333334,0.5,0.014784913886512896,0.009429079047964672,150,28,3.6206896551724137,0.42,3.0961538461538463,0.6533333333333333,0.5683333333333334
2017-04,0.560546875,0.5,0.015428057366174024,0.009503747573190079,128,24,3.5316455696202533,0.38671875,3.019230769230769,0.59765625,0.560546875
2017-05,0.5490196078431373,0.5,0.018391631770215043,0.008996695445904389,153,29,3.4766355140186915,0.3006535947712418,3.0481927710843375,0.45751633986928103,0.5490196078431373
2017-06,0.5583756345177665,0.5,0.014186976522272396,0.008559152744099269,197,26,3.4260869565217393,0.41624365482233505,3.116279069767442,0.5634517766497462,0.5583756345177665
2017-07,0.5359712230215827,0.5,0.01193163685674282,0.0074692009495066145,139,26,3.5223880597014925,0.5179856115107914,3.0444444444444443,0.6762589928057554,0.5359712230215827
2017-08,0.5361842105263158,0.5,0.011723106362730268,0.007882200747526949,152,29,3.64,0.506578947368421,3.024390243902439,0.7302631578947368,0.5361842105263158
2017-09,0.5680628272251309,0.5,0.014991505257731028,0.008489020425778745,191,26,3.5686274509803924,0.46596858638743455,3.0294117647058822,0.643979057591623,0.5680628272251309
2017-10,0.5454545454545454,0.5,0.015659561970887727,0.008328412557390037,176,28,3.6956521739130435,0.48011363636363635,3.1846153846153844,0.6335227272727273,0.5454545454545454
2017-11,0.523936170212766,0.5,0.00990253027487041,0.0076278369013024075,94,22,3.5517241379310347,0.6914893617021277,3.3461538461538463,0.723404255319149,0.523936170212766
2017-12,0.5570987654320988,0.5,0.024323919239861994,0.008556000140262067,162,22,3.7951807228915664,0.4876543209876543,3.125,0.654320987654321,0.5570987654320988
2018-01,0.568359375,0.5,0.011320008449478603,0.015368175676344003,128,24,3.78,0.609375,3.0833333333333335,0.8125,0.568359375
2018-02,0.5484496124031008,0.5,0.00945439906739691,0.008070514225539392,172,25,3.606741573033708,0.4844961240310078,3.0588235294117645,0.6046511627906976,0.5484496124031008
2018-03,0.5506607929515418,0.5,0.007205723157194772,0.00703971159194962,227,24,3.5547445255474455,0.3986784140969163,3.0652173913043477,0.5969162995594713,0.5506607929515418
2018-04,0.5376712328767124,0.5,0.011250957904125012,0.007814597664886963,146,25,3.75,0.5616438356164384,3.1153846153846154,0.6438356164383562,0.5376712328767124
2018-05,0.5206766917293233,0.5,0.010507098670657397,0.005505099192180188,266,29,3.3352601156069364,0.34962406015037595,3.088709677419355,0.5338345864661654,0.5206766917293233
2018-06,0.5157894736842106,0.5,0.006099053069695246,0.005188499390540295,285,26,3.3611111111111107,0.2850877192982456,3.1366459627329193,0.437719298245614,0.5157894736842106
2018-07,0.5058139534883721,0.5,0.009854362110014378,0.005813953488372093,129,28,3.3225806451612905,0.5193798449612403,3.156862745098039,0.6046511627906976,0.5058139534883721
2018-08,0.5175438596491229,0.5,0.013839955684237184,0.008074679963028703,114,23,3.2333333333333334,0.47368421052631576,3.0208333333333335,0.5789473684210527,0.5175438596491229
2018-09,0.5262237762237763,0.5,0.006916956129074034,0.006428511325551363,143,25,3.2839506172839505,0.43356643356643354,2.925373134328358,0.5314685314685315,0.5262237762237763
2018-10,0.5227272727272727,0.5,0.005979089136595397,0.007259960965908404,99,26,3.4363636363636365,0.4444444444444444,3.207547169811321,0.46464646464646464,0.5227272727272727
2018-11,0.525974025974026,0.5,0.009403795244499726,0.006583076331491591,154,23,3.6554054054054053,0.5194805194805194,3.201388888888889,0.5324675324675324,0.525974025974026
2018-12,0.5580110497237569,0.5,0.012502594996805713,0.009003246085878696,181,24,3.5730337078651684,0.5082872928176796,3.2083333333333335,0.6022099447513812,0.5580110497237569
2019-01,0.5256410256410257,0.5,0.007556918171135202,0.008247019498752272,117,26,3.3421052631578947,0.6752136752136753,3.25,0.7264957264957265,0.5256410256410257
2019-02,0.5497311827956989,0.5,0.008617472828948211,0.008045725468750832,186,27,3.585,0.46236559139784944,3.1923076923076925,0.5833333333333334,0.5497311827956989
2019-03,0.5409356725146199,0.5,0.012756861968496411,0.007607051144869642,171,23,3.5595238095238093,0.5087719298245614,3.2285714285714286,0.5906432748538012,0.5409356725146199
2019-04,0.5120689655172413,0.5,0.01071694800105749,0.005091966996169342,145,25,3.2045454545454546,0.696551724137931,3.4791666666666665,0.6689655172413793,0.5120689655172413
2019-05,0.5163934426229508,0.5,0.006106847174654324,0.0053430328020276936,183,28,3.4545454545454546,0.5191256830601093,3.1857142857142855,0.6174863387978142,0.5163934426229508
2019-06,0.5371747211895911,0.5,0.006811558277613898,0.005743616973550472,269,24,3.4178571428571427,0.4795539033457249,3.0462962962962963,0.6003717472118959,0.5371747211895911
2019-07,0.5179227941176471,0.5,0.00510422777710818,0.004497110018320981,272,29,3.317073170731707,0.5477941176470589,3.0588235294117645,0.6268382352941176,0.5179227941176471
2019-08,0.5196759259259259,0.5,0.0060708775889222084,0.004033612279184537,324,28,3.604651162790698,0.6018518518518519,3.1551724137931036,0.6450617283950617,0.5196759259259259
2019-09,0.5351288056206089,0.5,0.005001192151017033,0.00444749984135122,427,27,3.5217391304347827,0.5152224824355972,3.0723684210526314,0.6440281030444965,0.5351288056206089
2019-10,0.537534435261708,0.5,0.007638103157994614,0.005345054829046534,363,27,3.496732026143791,0.5785123966942148,3.0970873786407767,0.7162534435261708,0.537534435261708
2019-11,0.5221088435374149,0.5,0.004962232298434969,0.004944835711260585,294,29,3.592857142857143,0.5238095238095238,3.1862745098039214,0.6530612244897959,0.5221088435374149
2019-12,0.5304347826086957,0.5,0.005594728483498373,0.0051767176521964105,345,26,3.4508670520231215,0.4985507246376812,3.115107913669065,0.5971014492753624,0.5304347826086957
2020-01,0.5357142857142857,0.5,0.007197551034373484,0.006804414782246874,252,29,3.662921348314607,0.6488095238095238,3.1724137931034484,0.7718253968253969,0.5357142857142857
2020-02,0.522239263803681,0.5,0.00465286790264509,0.004506055217551971,326,25,3.5375,0.50920245398773,3.2205882352941178,0.5828220858895705,0.522239263803681
2020-03,0.5067991631799164,0.5,0.00388713958852821,0.002802219988549872,478,29,3.407563025210084,0.502092050209205,3.154589371980676,0.5669456066945606,0.5067991631799164
2020-04,0.4966887417218543,0.5,0.009581673328174497,0.0030966633860047277,302,29,3.5,0.5827814569536424,2.9914529914529915,0.6125827814569537,0.4966887417218543
2020-05,0.5075757575757576,0.5,0.0024006126879867256,0.0035341471733098483,330,27,3.439189189189189,0.5515151515151515,3.086206896551724,0.6484848484848484,0.5075757575757576
2020-06,0.5159638554216868,0.5,0.005537402630078377,0.004026037468195081,415,27,3.4915254237288136,0.5734939759036145,3.1048387096774195,0.7012048192771084,0.5159638554216868
2020-07,0.5265151515151515,0.5,0.010648389891557166,0.005285099638750883,264,28,3.5591397849462365,0.6477272727272727,3.1311475409836067,0.7689393939393939,0.5265151515151515
2020-08,0.5111940298507462,0.5,0.010019648956666422,0.003369733257386043,335,26,3.3492063492063493,0.6238805970149254,2.9183673469387754,0.7074626865671642,0.5111940298507462
2020-09,0.5246305418719212,0.5,0.006471625791758909,0.004616072193057757,406,28,3.4654088050314464,0.6083743842364532,3.036363636363636,0.729064039408867,0.5246305418719212
2020-10,0.504601226993865,0.5,0.007493123263844012,0.00497098533783478,326,28,3.310077519379845,0.6042944785276073,3.142857142857143,0.6779141104294478,0.504601226993865
2020-11,0.5124309392265194,0.5,0.003923025666734844,0.0043246216102750335,362,29,3.4916666666666667,0.6685082872928176,3.3207547169811322,0.7071823204419889,0.5124309392265194
2020-12,0.5165562913907285,0.5,0.005486423736924022,0.006018075183758148,302,28,3.529850746268657,0.5562913907284768,3.141509433962264,0.6490066225165563,0.5165562913907285
2021-01,0.502542372881356,0.5,0.009400068189027302,0.004408508827126658,295,28,3.4093959731543624,0.49491525423728816,2.975,0.5932203389830508,0.502542372881356
2021-02,0.5023659305993691,0.5,0.010279386478499186,0.004102232419778791,317,27,3.3679245283018866,0.6656151419558359,3.5034965034965033,0.5488958990536278,0.5023659305993691
2021-03,0.5077413479052824,0.5,0.005151390522980729,0.004189131840057083,549,29,3.4982817869415808,0.46994535519125685,3.0517241379310347,0.5774134790528234,0.5077413479052824
2021-04,0.5042372881355932,0.5,0.0037746848939188226,0.004237288135593208,295,25,3.4516129032258065,0.6847457627118644,3.2133333333333334,0.7457627118644068,0.5042372881355932
2021-05,0.515625,0.5,0.005022697218257801,0.004975285012863233,416,27,3.553672316384181,0.5745192307692307,3.037313432835821,0.6778846153846154,0.515625
2021-06,0.5102611940298507,0.5,0.004367746931693418,0.00409920374096374,536,26,3.4592592592592593,0.4962686567164179,3.0388349514563107,0.6166044776119403,0.5102611940298507
2021-07,0.48355263157894735,0.5,0.011635046829607979,0.005506288308626258,304,28,3.3636363636363638,0.6743421052631579,3.090909090909091,0.7467105263157895,0.48355263157894735
2021-08,0.4909706546275395,0.5,0.012133127557467385,0.005963657909793849,443,30,3.4524886877828056,0.5011286681715575,3.223529411764706,0.6162528216704289,0.4909706546275395
2021-09,0.4827075098814229,0.5,0.007180519337513458,0.00552003169003308,506,27,3.365019011406844,0.48023715415019763,3.1030927835051547,0.616600790513834,0.4827075098814229
2021-10,0.4720643939393939,0.5,0.007843535480595526,0.005695241687845984,528,28,3.303921568627451,0.42045454545454547,3.0700934579439254,0.5946969696969697,0.4720643939393939
2021-11,0.47706935123042504,0.5,0.011362273015778778,0.005633697740008736,447,29,3.3612565445026177,0.5741983594332587,3.1016949152542375,0.7375093214019388,0.47706935123042504
2021-12,0.5026315789473684,0.5,0.00639239637547548,0.004685743773827272,570,29,3.2745762711864406,0.4824561403508772,3.0199004975124377,0.6473684210526316,0.5026315789473684
2022-01,0.48177570093457944,0.5,0.017970317795582003,0.00468094095744579,535,31,3.1911764705882355,0.7457943925233644,2.9615384615384617,0.805607476635514,0.48177570093457944
2022-02,0.4930795847750865,0.5,0.003947983378103666,0.003909480513530702,578,27,3.462962962962963,0.532871972318339,3.08955223880597,0.6522491349480969,0.4930795847750865
2022-03,0.4883633633633634,0.5,0.005805389454145501,0.004469488601291806,666,31,3.407051282051282,0.5315315315315315,3.0625,0.6876876876876877,0.4883633633633634
2022-04,0.4826233183856502,0.5,0.007064155706468688,0.004723327612927945,446,30,3.245398773006135,0.6356502242152466,3.0555555555555554,0.718609865470852,0.4826233183856502
2022-05,0.4872665534804754,0.5,0.009945475517654819,0.004085063311172124,589,30,3.3658536585365852,0.5823429541595926,3.0388888888888888,0.6943972835314092,0.4872665534804754
2022-06,0.48273026315789475,0.5,0.006393872815931654,0.004675787670612004,608,30,3.33832709113608,0.5617951127819548,3.059027777777778,0.6851503759398496,0.48273026315789475
2022-07,0.479490022172949,0.5,0.00913280833914297,0.004151469821133382,451,31,3.1553398058252426,0.7716186252771619,3.0602409638554215,0.8159645232815964,0.479490022172949
2022-08,0.510483870967742,0.5,0.003752451548136714,0.004363390387095883,620,31,3.4878892733564015,0.5338709677419354,3.089005235602094,0.6919354838709677,0.510483870967742
2022-09,0.5090448625180898,0.5,0.0045828448651240505,0.0037989296465685855,691,30,3.4155844155844157,0.5542691751085383,3.1013824884792625,0.6859623733719248,0.5090448625180898
2022-10,0.5016666666666667,0.5,0.005468441021689658,0.003560381685035017,450,31,3.3017241379310347,0.7422222222222222,3.0736842105263156,0.7888888888888889,0.5016666666666667
2022-11,0.4837164750957854,0.5,0.005385990556986741,0.0042280007295291714,522,30,3.2962962962962963,0.6896551724137931,3.0592592592592593,0.7413793103448276,0.4837164750957854
2022-12,0.48148148148148145,0.5,0.0067474589535026965,0.003815658381059174,513,30,3.1549295774647885,0.5857699805068226,3.0594594594594593,0.6393762183235867,0.48148148148148145
2023-01,0.4457494407158837,0.5,0.01165593812632111,0.005976920436169683,447,28,2.570588235294118,0.6208053691275168,2.6375838926174495,0.6677852348993288,0.4457494407158837
2023-02,0.4631742738589212,0.5,0.00622489677148077,0.0037338817424490962,964,28,2.534453781512605,0.38278008298755184,2.637221269296741,0.39574688796680496,0.4631742738589212
2023-03,0.4806273062730627,0.5,0.006181221121096418,0.003159374374409995,1084,31,2.73859649122807,0.474169741697417,2.6597938144329896,0.5530442804428044,0.4806273062730627
2023-04,0.5,0.5,0.008996934519365172,0.005158605954172868,578,29,3.108187134502924,0.4083044982698962,2.922779922779923,0.5519031141868512,0.5
2023-05,0.5025031289111389,0.5,0.008389116607206966,0.003568642242166675,799,31,3.0721153846153846,0.4793491864831039,2.780780780780781,0.5832290362953693,0.5025031289111389
2023-06,0.5190243902439025,0.5,0.011734030454101568,0.003874216137063128,1025,30,3.0469483568075115,0.37658536585365854,2.7891304347826087,0.5521951219512196,0.5190243902439025
2023-07,0.5264811490125674,0.5,0.00813389548505626,0.00497721681514229,557,31,2.9966101694915253,0.4703770197486535,2.7681159420289854,0.6283662477558348,0.5264811490125674
2023-08,0.5234952481520592,0.5,0.0048678414199292116,0.003263228613876189,947,31,3.5351985559566788,0.4149947201689546,3.1379310344827585,0.6024287222808871,0.5234952481520592
2023-09,0.5138494318181818,0.5,0.0056636001746056845,0.0035329806718190945,704,29,3.432795698924731,0.4715909090909091,3.07380073800738,0.6150568181818182,0.5138494318181818
2023-10,0.5136363636363637,0.5,0.009128247358751448,0.0036290463326898947,495,30,3.458128078817734,0.5898989898989899,3.0253164556962027,0.6808080808080809,0.5136363636363637
2023-11,0.5219072164948454,0.5,0.005788269323552333,0.003952740177438371,582,30,3.507575757575758,0.5463917525773195,3.118279569892473,0.6804123711340206,0.5219072164948454
2023-12,0.53100624024961,0.5,0.0064326273968398845,0.004264862278100834,641,29,3.450920245398773,0.4914196567862715,3.080508474576271,0.6318252730109204,0.53100624024961
2024-01,0.5315884476534296,0.5,0.00611899530605957,0.004018485272547465,554,31,3.3157894736842106,0.657942238267148,3.0067114093959733,0.7319494584837545,0.5315884476534296
2024-02,0.5239307535641547,0.5,0.007204255776693963,0.004218419214107483,491,28,3.5714285714285716,0.6293279022403259,3.0491803278688523,0.7515274949083504,0.5239307535641547
2024-03,0.5204402515723271,0.5,0.004778516100645,0.003808961513525475,636,31,3.3742138364779874,0.5,3.0237154150197627,0.6022012578616353,0.5204402515723271
2024-04,0.5015479876160991,0.5,0.005837381363725794,0.003549110319537696,646,30,3.33003300330033,0.531733746130031,3.0509803921568626,0.6068111455108359,0.5015479876160991
2024-05,0.48825065274151436,0.5,0.0063912068938324325,0.0038407735706903626,766,30,3.0943396226415096,0.4464751958224543,2.929411764705882,0.5567885117493473,0.48825065274151436
2024-06,0.48430555555555554,0.5,0.00641937449440828,0.0037567458333294473,900,30,2.9734982332155475,0.3711111111111111,2.7568093385214008,0.42944444444444446,0.48430555555555554
2024-07,0.48286604361370716,0.5,0.004709531176525332,0.0037172947994403745,642,30,2.8960573476702507,0.5654205607476636,2.667883211678832,0.573208722741433,0.48286604361370716
2024-08,0.5030880773361976,0.5,0.00611897996217037,0.003441822759157304,931,31,3.350378787878788,0.43286788399570353,2.9521640091116175,0.5290010741138561,0.5030880773361976
2024-09,0.49231242312423124,0.5,0.0035777590662371215,0.00308047917996677,813,30,3.3018372703412076,0.5313653136531366,2.9935897435897436,0.6162361623616236,0.49231242312423124
2024-10,0.4845528455284553,0.5,0.007215104698319005,0.004298842975991643,615,30,3.4884615384615385,0.5772357723577236,3.292307692307692,0.6829268292682927,0.4845528455284553
2024-11,0.46015482695810567,0.5,0.008918915979583992,0.005102069296877733,549,30,3.117100371747212,0.5100182149362478,2.9902439024390244,0.6284153005464481,0.46015482695810567
