data,DU_30,DU_60,DU_90,DU_120,DU_180,DU_360,DU_720,DU_1080,DU_1800
2019-08-21,5.26,927007.0,418222.0,26203.0,,,8020.0,,
2019-08-22,5.26,940600.0,415163.0,26252.0,,,7991.0,,
2019-08-23,5.31,938504.0,407196.0,25629.0,,,7752.0,,
2019-08-26,5.37,938783.0,401766.0,25899.0,,,7854.0,,
2019-08-27,5.44,943251.0,405492.0,25778.0,,,7827.0,,
2019-08-28,5.48,943119.0,404964.0,26036.0,,,7857.0,,
2019-08-29,5.46,945253.0,412286.0,26362.0,,,7973.0,,
2019-08-30,5.38,945211.0,415705.0,26403.0,,,7963.0,,
2019-09-01,,,,,0.0,,,,
2019-09-02,5.41,945798.0,415723.0,,,,,,
2019-09-03,5.36,953026.0,412245.0,26118.0,,,7874.0,,
2019-09-04,5.3,960317.0,416159.0,26355.0,,,7977.0,,
2019-09-05,5.28,951353.0,418772.0,26728.0,,,8117.0,,
2019-09-06,5.26,960537.0,418689.0,26797.0,,,8103.0,,
2019-09-09,5.23,956521.0,416129.0,26836.0,,,8087.0,,
2019-09-10,5.24,956413.0,416200.0,26909.0,,,8084.0,,
2019-09-11,5.26,961907.0,421059.0,27137.0,,,8170.0,,
2019-09-12,5.22,962160.0,424004.0,27182.0,,,8194.0,,
2019-09-13,5.23,963284.0,422068.0,27220.0,,,8177.0,,
2019-09-16,5.14,960086.0,,27077.0,,,8154.0,,
2019-09-17,5.09,965693.0,,27111.0,,,8186.0,,
2019-09-18,5.1,966933.0,,27147.0,,,8177.0,,
2019-09-19,4.92,965948.0,,27095.0,,,8183.0,,
2019-09-20,4.87,955038.0,,26935.0,,,8118.0,,
2019-09-23,4.91,960369.0,,26950.0,,,8112.0,,
2019-09-24,4.92,964181.0,,26808.0,,,7994.0,,
2019-09-25,4.91,958349.0,,26971.0,,,8077.0,,
2019-09-26,4.87,960006.0,,26891.0,,,8031.0,,
2019-09-27,4.86,963331.0,,26820.0,,,7940.0,,
2019-09-30,4.85,963914.0,,26917.0,,,7999.0,,
2019-10-01,,969370.0,,,0.0,,,,
2019-10-02,,973112.0,,,,,,,
2019-10-03,,971628.0,,,,,,,
2019-10-04,,972023.0,,,,,,,
2019-10-07,,961865.0,,,,,,,
2019-10-08,,963595.0,,,,,,,
2019-10-09,,957947.0,,,,,,,
2019-10-10,,954736.0,,,,,,,
2019-10-11,,960649.0,,,,,,,
2019-10-14,,958509.0,,,,,,,
2019-10-15,,960462.0,,,,,,,
2019-10-16,,965137.0,,,,,,,
2019-10-17,,964278.0,,,,,,,
2019-10-18,,955355.0,,,,,,,
2019-10-21,,950911.0,,,,,,,
2019-10-22,,955033.0,,,,,,,
2019-10-23,,960447.0,,,,,,,
2019-10-24,,969394.0,,,,,,,
2019-10-25,,955483.0,,,,,,,
2019-11-01,,,,,0.0,,,,
2019-11-04,,970257.0,,,,,,,
2019-11-05,,971365.0,,,,,,,
2019-11-06,,976986.0,,,,,,,
2019-11-07,,978071.0,,,,,,,
2019-11-08,,976353.0,,,,,,,
2019-11-11,,968911.0,,,,,,,
2019-11-12,,976132.0,,,,,,,
2019-11-13,,979434.0,,,,,,,
2019-11-14,,974117.0,,,,,,,
2019-11-18,,970193.0,,,,,,,
2019-11-19,,976965.0,,,,,,,
2019-11-20,,970118.0,,,,,,,
2019-11-21,,968741.0,,,,,,,
2019-11-22,,971044.0,,,,,,,
2019-11-25,,964168.0,,,,,,,
2019-11-26,,971765.0,,,,,,,
2019-11-27,,976605.0,,,,,,,
2019-11-28,,977555.0,,,,,,,
2019-11-29,,979022.0,,,,,,,
2019-12-01,,,,,0.0,,,,
2019-12-02,,983869.0,,,,,,,
2019-12-03,,993881.0,,,,,,,
2019-12-04,,988601.0,,,,,,,
2019-12-05,,994024.0,,,,,,,
2019-12-06,,993025.0,,,,,,,
2019-12-09,,992056.0,,,,,,,
2019-12-10,,991422.0,,,,,,,
2019-12-11,,997342.0,,,,,,,
2019-12-12,,998438.0,,,,,,,
2019-12-13,,999880.0,,,,,,,
2019-12-16,,994509.0,,,,,,,
2019-12-17,,999085.0,,,,,,,
2019-12-18,,998798.0,,,,,,,
2019-12-19,,999120.0,,,,,,,
2019-12-20,,989045.0,,,,,,,
2019-12-23,,989358.0,,,,,,,
2019-12-24,,998095.0,,,,,,,
2019-12-26,,992416.0,,,,,,,
2019-12-27,,998812.0,,,,,,,
2019-12-30,,1000416.0,,,,,,,
2019-12-31,,1010762.0,,,,,,,
2020-01-01,,,,,0.0,,,,
2020-01-02,,1012290.0,,,,,,,
2020-01-03,,965833.0,,,,,,,
2020-01-06,,1011884.0,,,,,,,
2020-01-07,,1014032.0,,,,,,,
2020-01-08,,1012278.0,,,,,,,
2020-01-09,,998436.0,,,,,,,
2020-01-10,,1001296.0,,,,,,,
2020-01-13,,999280.0,,,,,,,
2020-01-14,,1006592.0,,,,,,,
2020-01-15,,1001779.0,,,,,,,
2020-01-16,,1004912.0,,,,,,,
2020-01-17,,1004647.0,,,,,,,
2020-01-20,,987324.0,,,,,,,
2020-01-21,,994593.0,,,,,,,
2020-01-22,,995884.0,,,,,,,
2020-01-23,,1000141.0,,,,,,,
2020-01-24,,998391.0,,,,,,,
2020-01-27,,991847.0,,,,,,,
2020-01-28,,999317.0,,,,,,,
2020-01-29,,1001157.0,,,,,,,
2020-01-30,,999702.0,,,,,,,
2020-01-31,,994658.0,,,,,,,
2020-02-01,,,,,0.0,,,,
2020-02-03,,995253.0,,,,,,,
2020-02-04,,998917.0,,,,,,,
2020-02-05,,999636.0,,,,,,,
2020-02-06,,1003239.0,,,,,,,
2020-02-07,,1004756.0,,,,,,,
2020-02-10,,997621.0,,,,,,,
2020-02-11,,1008657.0,,,,,,,
2020-02-12,,1010873.0,,,,,,,
2020-02-13,,1012904.0,,,,,,,
2020-02-14,,1018040.0,,,,,,,
2020-02-17,,973623.0,,,,,,,
2020-02-18,,1017339.0,,,,,,,
2020-02-19,,1019569.0,,,,,,,
2020-02-20,,1006534.0,,,,,,,
2020-02-21,,1004607.0,,,,,,,
2020-02-26,,1000410.0,,,,,,,
2020-02-27,,1009022.0,,,,,,,
2020-02-28,,1012711.0,,,,,,,
2020-03-01,,,,,0.0,,,,
2020-03-02,,1017066.0,,,,,,,
2020-03-03,,1026079.0,,,,,,,
2020-03-04,,1028652.0,,,,,,,
2020-03-05,,1028430.0,,,,,,,
2020-03-06,,1032460.0,,,,,,,
2020-03-09,,1022989.0,,,,,,,
2020-03-10,,1029654.0,,,,,,,
2020-03-11,,1038833.0,,,,,,,
2020-03-12,,1042284.0,,,,,,,
2020-03-13,,1048360.0,,,,,,,
2020-03-16,,1048219.0,,,,,,,
2020-03-17,,1058911.0,,,,,,,
2020-03-18,,1070594.0,,,,,,,
2020-03-19,,1073609.0,,,,,,,
2020-03-20,,1075089.0,,,,,,,
2020-03-23,,1084834.0,,,,,,,
2020-03-24,,1100070.0,,,,,,,
2020-03-25,,1101637.0,,,,,,,
2020-03-26,,1113937.0,,,,,,,
2020-03-27,,1133352.0,,,,,,,
2020-03-30,,1139882.0,,,,,,,
2020-03-31,,1156879.0,,,,,,,
2020-04-01,,1162328.0,,,0.0,,,,
2020-04-02,,1172574.0,,,,,,,
2020-04-03,,1182087.0,,,,,,,
2020-04-06,,1183555.0,,,,,,,
2020-04-07,,1194000.0,,,,,,,
2020-04-08,,1203825.0,,,,,,,
2020-04-09,,1211340.0,,,,,,,
2020-04-13,,1211453.0,,,,,,,
2020-04-14,,1226782.0,,,,,,,
2020-04-15,,1230088.0,,,,,,,
2020-04-16,,1237518.0,,,,,,,
2020-04-17,,1247128.0,,,,,,,
2020-04-20,,1237775.0,,,,,,,
2020-04-22,,1245117.0,,,,,,,
2020-04-23,,1251000.0,,,,,,,
2020-04-24,,1260463.0,,,,,,,
2020-04-27,,1261632.0,,,,,,,
2020-04-28,,1271293.0,,,,,,,
2020-04-29,,1277760.0,,,,,,,
2020-04-30,,1279055.0,,,,,,,
2020-05-01,,,,,0.0,,,,
2020-05-04,,1283818.0,,,,,,,
2020-05-05,,1292432.0,,,,,,,
2020-05-06,,1300085.0,,,,,,,
2020-05-07,,1307252.0,,,,,,,
2020-05-08,,1311772.0,,,,,,,
2020-05-11,,1312150.0,,,,,,,
2020-05-12,,1315535.0,,,,,,,
2020-05-13,,1325294.0,,,,,,,
2020-05-14,,1333109.0,,,,,,,
2020-05-15,,1330589.0,,,,,,,
2020-05-18,,1331324.0,,,,,,,
2020-05-19,,1329494.0,,,,,,,
2020-05-20,,1326020.0,,,,,,,
2020-05-21,,1330746.0,,,,,,,
2020-05-22,,1332655.0,,,,,,,
2020-05-25,,1330627.0,,,,,,,
2020-05-26,,1333779.0,,,,,,,
2020-05-27,,1345042.0,,,,,,,
2020-05-28,,1348894.0,,,,,,,
2020-05-29,,1358299.0,,,,,,,
2020-06-01,,1361244.0,,,0.0,,,,
2020-06-02,,1369038.0,,,,,,,
2020-06-03,,1374277.0,,,,,,,
2020-06-04,,1375899.0,,,,,,,
2020-06-05,,1379519.0,,,,,,,
2020-06-08,,1374602.0,,,,,,,
2020-06-09,,1382786.0,,,,,,,
2020-06-10,,1379211.0,,,,,,,
2020-06-12,,1381362.0,,,,,,,
2020-06-15,,1379923.0,,,,,,,
2020-06-16,,1387578.0,,,,,,,
2020-06-17,,1391455.0,,,,,,,
2020-06-18,,1395119.0,,,,,,,
2020-06-19,,1390155.0,,,,,,,
2020-06-22,,1388722.0,,,,,,,
2020-06-23,,1396140.0,,,,,,,
2020-06-24,,1399267.0,,,,,,,
2020-06-25,,1397590.0,,,,,,,
2020-06-26,,1400035.0,,,,,,,
2020-06-29,,1402791.0,,,,,,,
2020-06-30,,1409084.0,,,,,,,
2020-07-01,,1422947.0,,,0.0,,,,
2020-07-02,,1429272.0,,,,,,,
2020-07-03,,1426971.0,,,,,,,
2020-07-06,,1425029.0,,,,,,,
2020-07-07,,1430520.0,,,,,,,
2020-07-08,,1433989.0,,,,,,,
2020-07-09,,1430025.0,,,,,,,
2020-07-10,,1425614.0,,,,,,,
2020-07-13,,1428245.0,,,,,,,
2020-07-14,,1435784.0,,,,,,,
2020-07-15,,1433438.0,,,,,,,
2020-07-16,,1437354.0,,,,,,,
2020-07-17,,1445296.0,,,,,,,
2020-07-20,,1425778.0,,,,,,,
2020-07-21,,1436826.0,,,,,,,
2020-07-22,,1439598.0,,,,,,,
2020-07-23,,1435665.0,,,,,,,
2020-07-24,,1437910.0,,,,,,,
2020-07-27,,1436132.0,,,,,,,
2020-07-28,,1441696.0,,,,,,,
2020-07-29,,1445606.0,,,,,,,
2020-07-30,,1446201.0,,,,,,,
2020-07-31,,1455396.0,,,,,,,
2020-08-01,,,,,0.0,,,,
2020-08-03,,1455354.0,,,,,,,
2020-08-04,,1462069.0,,,,,,,
2020-08-05,,1462248.0,,,,,,,
2020-08-06,,1466352.0,,,,,,,
2020-08-07,,1463312.0,,,,,,,
2020-08-10,,1455576.0,,,,,,,
2020-08-11,,1465216.0,,,,,,,
2020-08-12,,1468076.0,,,,,,,
2020-08-13,,1998426.0,,,,,,,
2020-08-14,,1469976.0,,,,,,,
2020-08-17,,1460200.0,,,,,,,
2020-08-18,,1468777.0,,,,,,,
2020-08-19,,1470223.0,,,,,,,
2020-08-20,,1455047.0,,,,,,,
2020-08-21,,1463726.0,,,,,,,
2020-08-24,,1464926.0,,,,,,,
2020-08-25,,1458776.0,,,,,,,
2020-08-26,,1466150.0,,,,,,,
2020-08-27,,1470219.0,,,,,,,
2020-08-28,,1470791.0,,,,,,,
2020-08-31,,1471313.0,,,,,,,
2020-09-01,,1482574.0,,,0.0,,,,
2020-09-02,,1487930.0,,,,,,,
2020-09-03,,1486052.0,,,,,,,
2020-09-04,,1485203.0,,,,,,,
2020-09-08,,1483783.0,,,,,,,
2020-09-09,,1493326.0,,,,,,,
2020-09-10,,1489795.0,,,,,,,
2020-09-11,,1495467.0,,,,,,,
2020-09-14,,1492709.0,,,,,,,
2020-09-15,,1491772.0,,,,,,,
2020-09-16,,1495555.0,,,,,,,
2020-09-17,,1496013.0,,,,,,,
2020-09-18,,1490080.0,,,,,,,
2020-09-21,,1483991.0,,,,,,,
2020-09-22,,1492750.0,,,,,,,
2020-09-23,,1496397.0,,,,,,,
2020-09-24,,1502245.0,,,,,,,
2020-09-25,,1493432.0,,,,,,,
2020-09-28,,1498513.0,,,,,,,
2020-09-29,,1510704.0,,,,,,,
2020-09-30,,1521205.0,,,,,,,
2020-10-01,,1529811.0,,,0.0,,,,
2020-10-02,,1540801.0,,,,,,,
2020-10-05,,1531948.0,,,,,,,
2020-10-06,,1544264.0,,,,,,,
2020-10-07,,1549048.0,,,,,,,
2020-10-08,,1554901.0,,,,,,,
2020-10-09,,1552046.0,,,,,,,
2020-10-13,,1544533.0,,,,,,,
2020-10-14,,1559238.0,,,,,,,
2020-10-15,,1558154.0,,,,,,,
2020-10-16,,1560166.0,,,,,,,
2020-10-19,,1558379.0,,,,,,,
2020-10-20,,1544574.0,,,,,,,
2020-10-21,,1537961.0,,,,,,,
2020-10-22,,1556653.0,,,,,,,
2020-10-23,,1551596.0,,,,,,,
2020-10-26,,1548628.0,,,,,,,
2020-10-27,,1556388.0,,,,,,,
2020-10-28,,1559586.0,,,,,,,
2020-10-29,,1562372.0,,,,,,,
2020-10-30,,1557961.0,,,,,,,
2020-11-01,,,,,0.0,,,,
2020-11-03,,1560123.0,,,,,,,
2020-11-04,,1569896.0,,,,,,,
2020-11-05,,1568670.0,,,,,,,
2020-11-06,,1569233.0,,,,,,,
2020-11-09,,1563455.0,,,,,,,
2020-11-10,,1565546.0,,,,,,,
2020-11-11,,1575731.0,,,,,,,
2020-11-12,,1576888.0,,,,,,,
2020-11-13,,1580556.0,,,,,,,
2020-11-16,,1568582.0,,,,,,,
2020-11-17,,1581898.0,,,,,,,
2020-11-18,,1584329.0,,,,,,,
2020-11-19,,1563530.0,,,,,,,
2020-11-20,,1567305.0,,,,,,,
2020-11-23,,1567631.0,,,,,,,
2020-11-24,,1575792.0,,,,,,,
2020-11-25,,1565823.0,,,,,,,
2020-11-26,,1575538.0,,,,,,,
2020-11-27,,1570350.0,,,,,,,
2020-11-30,,1573219.0,,,,,,,
2020-12-01,,1579281.0,,,0.0,,,,
2020-12-02,,1586984.0,,,,,,,
2020-12-03,,1586365.0,,,,,,,
2020-12-04,,1588309.0,,,,,,,
2020-12-07,,1579527.0,,,,,,,
2020-12-08,,1584817.0,,,,,,,
2020-12-09,,1583908.0,,,,,,,
2020-12-10,,1576705.0,,,,,,,
2020-12-11,,1587081.0,,,,,,,
2020-12-14,,1579977.0,,,,,,,
2020-12-15,,1575284.0,,,,,,,
2020-12-16,,1579724.0,,,,,,,
2020-12-17,,1575493.0,,,,,,,
2020-12-18,,1560725.0,,,,,,,
2020-12-21,,1551536.0,,,,,,,
2020-12-22,,1562365.0,,,,,,,
2020-12-23,,1569749.0,,,,,,,
2020-12-24,,1577824.0,,,,,,,
2020-12-28,,1569992.0,,,,,,,
2020-12-29,,1580539.0,,,,,,,
2020-12-30,,1589399.0,,,,,,,
2020-12-31,,1597979.0,,,,,,,
2021-01-01,,,,,0.0,,,,
2021-01-04,,1586044.0,,,,,,,
2021-01-05,,1592026.0,,,,,,,
2021-01-06,,1595756.0,,,,,,,
2021-01-07,,1592122.0,,,,,,,
2021-01-08,,1593142.0,,,,,,,
2021-01-11,,1579462.0,,,,,,,
2021-01-12,,1590166.0,,,,,,,
2021-01-13,,1587238.0,,,,,,,
2021-01-14,,1590879.0,,,,,,,
2021-01-15,,1584047.0,,,,,,,
2021-01-18,,1580457.0,,,,,,,
2021-01-19,,1582908.0,,,,,,,
2021-01-20,,1563883.0,,,,,,,
2021-01-21,,1562153.0,,,,,,,
2021-01-22,,1567063.0,,,,,,,
2021-01-25,,1558294.0,,,,,,,
2021-01-26,,1563749.0,,,,,,,
2021-01-27,,1567555.0,,,,,,,
2021-01-28,,1561336.0,,,,,,,
2021-01-29,,1554551.0,,,,,,,
2021-02-01,,1554766.0,,,0.0,,,,
2021-02-02,,1566588.0,,,,,,,
2021-02-03,,1571548.0,,,,,,,
2021-02-04,,1569607.0,,,,,,,
2021-02-05,,1561632.0,,,,,,,
2021-02-08,,1561179.0,,,,,,,
2021-02-09,,1565705.0,,,,,,,
2021-02-10,,1562554.0,,,,,,,
2021-02-11,,1569522.0,,,,,,,
2021-02-12,,1572036.0,,,,,,,
2021-02-17,,1558040.0,,,,,,,
2021-02-18,,1571168.0,,,,,,,
2021-02-19,,1567648.0,,,,,,,
2021-02-22,,1561793.0,,,,,,,
2021-02-23,,1564507.0,,,,,,,
2021-02-24,,1568311.0,,,,,,,
2021-02-25,,1560801.0,,,,,,,
2021-02-26,,1566173.0,,,,,,,
2021-03-01,,1567667.0,,,0.0,,,,
2021-03-02,,1581964.0,,,,,,,
2021-03-03,,1586249.0,,,,,,,
2021-03-04,,1589085.0,,,,,,,
2021-03-05,,1588345.0,,,,,,,
2021-03-08,,1587281.0,,,,,,,
2021-03-09,,1592793.0,,,,,,,
2021-03-10,,1588389.0,,,,,,,
2021-03-11,,1593421.0,,,,,,,
2021-03-12,,1596725.0,,,,,,,
2021-03-15,,1589163.0,,,,,,,
2021-03-16,,1596902.0,,,,,,,
2021-03-17,,1601762.0,,,,,,,
2021-03-18,,1602788.0,,,,,,,
2021-03-19,,1595549.0,,,,,,,
2021-03-22,,1588380.0,,,,,,,
2021-03-23,,1596752.0,,,,,,,
2021-03-24,,1601581.0,,,,,,,
2021-03-25,,1592524.0,,,,,,,
2021-03-26,,1597045.0,,,,,,,
2021-03-29,,1600583.0,,,,,,,
2021-03-30,,1606286.0,,,,,,,
2021-03-31,,1610581.0,,,,,,,
2021-04-01,,1613306.0,,,0.0,,,,
2021-04-05,,1603010.0,,,,,,,
2021-04-06,,1609055.0,,,,,,,
2021-04-07,,1614051.0,,,,,,,
2021-04-08,,1614769.0,,,,,,,
2021-04-09,,1616706.0,,,,,,,
2021-04-12,,1604908.0,,,,,,,
2021-04-13,,1614679.0,,,,,,,
2021-04-14,,1616112.0,,,,,,,
2021-04-15,,1610364.0,,,,,,,
2021-04-16,,1615993.0,,,,,,,
2021-04-19,,1610834.0,,,,,,,
2021-04-20,,1602337.0,,,,,,,
2021-04-22,,1601604.0,,,,,,,
2021-04-23,,1595462.0,,,,,,,
2021-04-26,,1584517.0,,,,,,,
2021-04-27,,1598091.0,,,,,,,
2021-04-28,,1596188.0,,,,,,,
2021-04-29,,1601468.0,,,,,,,
2021-04-30,,1598947.0,,,,,,,
2021-05-01,,,,,0.0,,,,
2021-05-03,,1597073.0,,,,,,,
2021-05-04,,1608230.0,,,,,,,
2021-05-05,,1609592.0,,,,,,,
2021-05-06,,1606213.0,,,,,,,
2021-05-07,,1610674.0,,,,,,,
2021-05-10,,1597310.0,,,,,,,
2021-05-11,,1603220.0,,,,,,,
2021-05-12,,1608468.0,,,,,,,
2021-05-13,,1609107.0,,,,,,,
2021-05-14,,1613002.0,,,,,,,
2021-05-17,,1604355.0,,,,,,,
2021-05-18,,1612001.0,,,,,,,
2021-05-19,,1613537.0,,,,,,,
2021-05-20,,1597219.0,,,,,,,
2021-05-21,,1602735.0,,,,,,,
2021-05-24,,1601980.0,,,,,,,
2021-05-25,,1599982.0,,,,,,,
2021-05-26,,1602241.0,,,,,,,
2021-05-27,,1605745.0,,,,,,,
2021-05-28,,1606222.0,,,,,,,
2021-05-31,,1606300.0,,,,,,,
2021-06-01,,1617735.0,,,0.0,,,,
2021-06-02,,1619808.0,,,,,,,
2021-06-04,,1616782.0,,,,,,,
2021-06-07,,1616437.0,,,,,,,
2021-06-08,,1624983.0,,,,,,,
2021-06-09,,1625034.0,,,,,,,
2021-06-10,,1618379.0,,,,,,,
2021-06-11,,1622567.0,,,,,,,
2021-06-14,,1619419.0,,,,,,,
2021-06-15,,1621704.0,,,,,,,
2021-06-16,,1622854.0,,,,,,,
2021-06-17,,1623859.0,,,,,,,
2021-06-18,,1616256.0,,,,,,,
2021-06-21,,1609747.0,,,,,,,
2021-06-22,,1618216.0,,,,,,,
2021-06-23,,1616452.0,,,,,,,
2021-06-24,,1622774.0,,,,,,,
2021-06-25,,1618235.0,,,,,,,
2021-06-28,,1620408.0,,,,,,,
2021-06-29,,1625790.0,,,,,,,
2021-06-30,,1651583.0,,,,,,,
2021-07-01,,1662742.0,,,0.0,,,,
2021-07-02,,1667453.0,,,,,,,
2021-07-05,,1656188.0,,,,,,,
2021-07-06,,1664066.0,,,,,,,
2021-07-07,,1663492.0,,,,,,,
2021-07-08,,1668435.0,,,,,,,
2021-07-09,,1661116.0,,,,,,,
2021-07-12,,1657993.0,,,,,,,
2021-07-13,,1669242.0,,,,,,,
2021-07-14,,1669281.0,,,,,,,
2021-07-15,,1665149.0,,,,,,,
2021-07-16,,1662498.0,,,,,,,
2021-07-19,,1661908.0,,,,,,,
2021-07-20,,1646345.0,,,,,,,
2021-07-21,,1653645.0,,,,,,,
2021-07-22,,1657022.0,,,,,,,
2021-07-23,,1655498.0,,,,,,,
2021-07-26,,1649590.0,,,,,,,
2021-07-27,,1660122.0,,,,,,,
2021-07-28,,1663566.0,,,,,,,
2021-07-29,,1663788.0,,,,,,,
2021-07-30,,1662442.0,,,,,,,
2021-08-01,,,,,0.0,,,,
2021-08-02,,1665894.0,,,,,,,
2021-08-03,,1677948.0,,,,,,,
2021-08-04,,1667171.0,,,,,,,
2021-08-05,,1672449.0,,,,,,,
2021-08-06,,1680102.0,,,,,,,
2021-08-09,,1679528.0,,,,,,,
2021-08-10,,1689666.0,,,,,,,
2021-08-11,,1688737.0,,,,,,,
2021-08-12,,1691865.0,,,,,,,
2021-08-13,,1692782.0,,,,,,,
2021-08-16,,1683848.0,,,,,,,
2021-08-17,,1689448.0,,,,,,,
2021-08-18,,1695442.0,,,,,,,
2021-08-19,,1695822.0,,,,,,,
2021-08-20,,1682388.0,,,,,,,
2021-08-23,,1691331.0,,,,,,,
2021-08-24,,1684153.0,,,,,,,
2021-08-25,,1679974.0,,,,,,,
2021-08-26,,1677534.0,,,,,,,
2021-08-27,,1693287.0,,,,,,,
2021-08-30,,1691430.0,,,,,,,
2021-08-31,,1690736.0,,,,,,,
2021-09-01,,1696596.0,,,0.0,,,,
2021-09-02,,1703324.0,,,,,,,
2021-09-03,,1705333.0,,,,,,,
2021-09-06,,1698054.0,,,,,,,
2021-09-08,,1698753.0,,,,,,,
2021-09-09,,1703463.0,,,,,,,
2021-09-10,,1700650.0,,,,,,,
2021-09-13,,1701098.0,,,,,,,
2021-09-14,,1707856.0,,,,,,,
2021-09-15,,1702241.0,,,,,,,
2021-09-16,,1707154.0,,,,,,,
2021-09-17,,1707678.0,,,,,,,
2021-09-20,,1692961.0,,,,,,,
2021-09-21,,1700990.0,,,,,,,
2021-09-22,,1705986.0,,,,,,,
2021-09-23,,1708367.0,,,,,,,
2021-09-24,,1705588.0,,,,,,,
2021-09-27,,1699814.0,,,,,,,
2021-09-28,,1710276.0,,,,,,,
2021-09-29,,1719332.0,,,,,,,
2021-09-30,,1714752.0,,,,,,,
2021-10-01,,1732840.0,,,0.0,,,,
2021-10-04,,1728464.0,,,,,,,
2021-10-05,,1728818.0,,,,,,,
2021-10-06,,1734204.0,,,,,,,
2021-10-07,,1734646.0,,,,,,,
2021-10-08,,1732629.0,,,,,,,
2021-10-11,,1718337.0,,,,,,,
2021-10-13,,1723716.0,,,,,,,
2021-10-14,,1725198.0,,,,,,,
2021-10-15,,1717299.0,,,,,,,
2021-10-18,,1714523.0,,,,,,,
2021-10-19,,1720721.0,,,,,,,
2021-10-20,,1689176.0,,,,,,,
2021-10-21,,1687496.0,,,,,,,
2021-10-22,,1711315.0,,,,,,,
2021-10-25,,1699221.0,,,,,,,
2021-10-26,,1706873.0,,,,,,,
2021-10-27,,1705671.0,,,,,,,
2021-10-28,,1704010.0,,,,,,,
2021-10-29,,1695383.0,,,,,,,
2021-11-01,,1692387.0,,,0.0,,,,
2021-11-03,,1702996.0,,,,,,,
2021-11-04,,1703573.0,,,,,,,
2021-11-05,,1701160.0,,,,,,,
2021-11-08,,1699808.0,,,,,,,
2021-11-09,,1700587.0,,,,,,,
2021-11-10,,1694352.0,,,,,,,
2021-11-11,,1702212.0,,,,,,,
2021-11-12,,1698297.0,,,,,,,
2021-11-16,,1682466.0,,,,,,,
2021-11-17,,1694270.0,,,,,,,
2021-11-18,,1696621.0,,,,,,,
2021-11-19,,1686514.0,,,,,,,
2021-11-22,,1676245.0,,,,,,,
2021-11-23,,1682402.0,,,,,,,
2021-11-24,,1690024.0,,,,,,,
2021-11-25,,1685716.0,,,,,,,
2021-11-26,,1689884.0,,,,,,,
2021-11-29,,1688052.0,,,,,,,
2021-11-30,,1697294.0,,,,,,,
2021-12-01,,1707931.0,,,0.0488,,,,
2021-12-02,,1712223.0,,,,,,,
2021-12-03,,1713676.0,,,,,,,
2021-12-06,,1709821.0,,,,,,,
2021-12-07,,1715318.0,,,,,,,
2021-12-08,,1713399.0,,,,,,,
2021-12-09,,1712081.0,,,,,,,
2021-12-10,,1707482.0,,,,,,,
2021-12-13,,1709451.0,,,,,,,
2021-12-14,,1720242.0,,,,,,,
2021-12-15,,1714771.0,,,,,,,
2021-12-16,,1720889.0,,,,,,,
2021-12-17,,1714290.0,,,,,,,
2021-12-20,,1689323.0,,,,,,,
2021-12-21,,1697560.0,,,,,,,
2021-12-22,,1699167.0,,,,,,,
2021-12-23,,1701793.0,,,,,,,
2021-12-24,,1706764.0,,,,,,,
2021-12-27,,1703433.0,,,,,,,
2021-12-28,,1702325.0,,,,,,,
2021-12-29,,1730209.0,,,,,,,
2021-12-30,,1747145.0,,,,,,,
2021-12-31,,1758395.0,,,,,,,
2022-01-01,,,,,0.0605,,,,
2022-01-03,,1741322.0,,,,,,,
2022-01-04,,1751674.0,,,,,,,
2022-01-05,,1744532.0,,,,,,,
2022-01-06,,1756514.0,,,,,,,
2022-01-07,,1749958.0,,,,,,,
2022-01-10,,1727890.0,,,,,,,
2022-01-11,,1727499.0,,,,,,,
2022-01-12,,1736738.0,,,,,,,
2022-01-13,,1729237.0,,,,,,,
2022-01-14,,1741565.0,,,,,,,
2022-01-17,,1725887.0,,,,,,,
2022-01-18,,1727899.0,,,,,,,
2022-01-19,,1730924.0,,,,,,,
2022-01-20,,1709629.0,,,,,,,
2022-01-21,,1705115.0,,,,,,,
2022-01-24,,1699431.0,,,,,,,
2022-01-25,,1705868.0,,,,,,,
2022-01-26,,1709679.0,,,,,,,
2022-01-27,,1710914.0,,,,,,,
2022-01-28,,1703778.0,,,,,,,
2022-01-31,,1679673.0,,,,,,,
2022-02-01,,1687995.0,,,0.0,,,,
2022-02-02,,1695049.0,,,,,,,
2022-02-03,,1696819.0,,,,,,,
2022-02-04,,1700914.0,,,,,,,
2022-02-07,,1691558.0,,,,,,,
2022-02-08,,1697943.0,,,,,,,
2022-02-09,,1699424.0,,,,,,,
2022-02-10,,1693070.0,,,,,,,
2022-02-11,,1699181.0,,,,,,,
2022-02-14,,1696599.0,,,,,,,
2022-02-15,,1698377.0,,,,,,,
2022-02-16,,1704720.0,,,,,,,
2022-02-17,,1703587.0,,,,,,,
2022-02-18,,1689628.0,,,,,,,
2022-02-21,,1680734.0,,,,,,,
2022-02-22,,1686369.0,,,,,,,
2022-02-23,,1694068.0,,,,,,,
2022-02-24,,1698221.0,,,,,,,
2022-02-25,,1703336.0,,,,,,,
2022-03-01,,,,,0.0971,,,,
2022-03-02,,1693838.0,,,,,,,
2022-03-03,,1709922.0,,,,,,,
2022-03-04,,1704496.0,,,,,,,
2022-03-07,,1706659.0,,,,,,,
2022-03-08,,1720966.0,,,,,,,
